activity_id,deal_id,rep_id,activity_type,activity_date,duration_mins,outcome,notes
A003734,D00640,R003,Follow-up,2023-12-30,30,Positive,
A003735,D00173,R003,Proposal Sent,2023-11-08,30,Positive,Champion confirmed
A003736,D00259,R003,Email,2024-01-10,120,Neutral,Decision deferred
A003737,D00517,R004,Meeting,2024-02-14,45,No Response,Champion confirmed
A003738,D00730,R002,Meeting,2023-05-08,90,Neutral,Awaiting legal review
A003739,D00523,R001,Call,2024-09-12,45,Positive,Follow up scheduled
A003740,D00839,R005,Follow-up,2023-11-28,15,No Response,Awaiting legal review
A003741,D00117,R005,Meeting,2024-08-15,60,Negative,Awaiting legal review
A003742,D00184,R003,Follow-up,2024-07-16,15,Positive,Awaiting legal review
A003743,D01140,R003,Follow-up,2024-12-28,60,No Response,Sent pricing deck
A003744,D00162,R004,Call,2024-06-24,15,Neutral,
A003745,D00543,R005,Follow-up,2024-06-09,120,Positive,Stakeholder meeting set
A003746,D00839,R005,Meeting,2023-08-17,15,Negative,Budget approved
A003747,D01090,R002,Email,2024-12-21,45,Neutral,Sent pricing deck
A003748,D01094,R004,Call,2023-09-16,45,Positive,Champion confirmed
A003749,D00447,R003,Meeting,2024-12-30,15,Positive,Budget approved
A003750,D00416,R001,Call,2024-10-26,60,Positive,Awaiting legal review
A003751,D00532,R004,Proposal Sent,2023-12-28,30,Neutral,Sent pricing deck
A003752,D00441,R002,Call,2024-08-30,15,Neutral,Sent pricing deck
A003753,D00738,R002,Follow-up,2024-11-25,120,Neutral,Budget approved
A003754,D00464,R003,Demo,2024-05-24,15,No Response,Awaiting legal review
A003755,D00396,R005,Meeting,2024-10-16,90,Neutral,
A003756,D00711,R002,Demo,2024-09-09,30,Positive,Follow up scheduled
A003757,D00395,R003,Email,2023-11-13,45,Positive,Budget approved
A003758,D00326,R003,Demo,2024-09-27,60,Positive,
A003759,D01115,R003,Meeting,2024-07-06,30,Positive,Awaiting legal review
A003760,D00750,R002,Follow-up,2023-04-08,45,Neutral,Decision deferred
A003761,D01094,R004,Follow-up,2023-11-08,45,Negative,Budget approved
A003762,D01190,R004,Demo,2024-11-05,120,Neutral,Awaiting legal review
A003763,D00642,R005,Meeting,2024-09-12,120,Negative,Decision deferred
A003764,D00214,R005,Call,2024-12-11,15,Positive,
A003765,D00369,R003,Proposal Sent,2023-03-29,60,Neutral,Champion confirmed
A003766,D00049,R003,Meeting,2024-06-19,60,Positive,Budget approved
A003767,D01076,R005,Follow-up,2023-07-28,15,Positive,Champion confirmed
A003768,D00133,R001,Demo,2023-08-23,120,Neutral,Sent pricing deck
A003769,D00999,R002,Email,2024-12-24,45,Negative,Champion confirmed
A003770,D00786,R003,Email,2024-01-15,30,Positive,Awaiting legal review
A003771,D01190,R004,Email,2024-12-11,30,Neutral,Awaiting legal review
A003772,D00373,R002,Meeting,2024-12-02,120,Positive,Awaiting legal review
A003773,D00479,R005,Demo,2024-05-21,45,Neutral,Awaiting legal review
A003774,D00832,R002,Meeting,2024-10-19,45,Negative,Decision deferred
A003775,D00650,R002,Email,2024-06-24,15,Neutral,Decision deferred
A003776,D00682,R004,Call,2024-01-27,120,Positive,Budget approved
A003777,D00688,R002,Follow-up,2023-09-04,45,No Response,Follow up scheduled
A003778,D00082,R002,Call,2023-08-26,45,Positive,Budget approved
A003779,D00087,R003,Proposal Sent,2023-08-21,45,No Response,Champion confirmed
A003780,D00225,R005,Meeting,2023-08-25,45,Positive,Decision deferred
A003781,D00016,R003,Demo,2023-08-31,120,Positive,
A003782,D00822,R001,Email,2024-12-04,60,Negative,Awaiting legal review
A003783,D00163,R004,Follow-up,2023-09-27,45,Negative,Stakeholder meeting set
A003784,D00514,R001,Call,2024-02-13,60,No Response,Budget approved
A003785,D00350,R004,Follow-up,2024-12-24,120,Positive,Decision deferred
A003786,D00681,R005,Email,2024-03-30,30,Positive,Stakeholder meeting set
A003787,D01116,R004,Follow-up,2024-08-03,90,Negative,Awaiting legal review
A003788,D00181,R003,Proposal Sent,2024-01-01,120,Positive,
A003789,D00743,R001,Call,2024-11-14,30,No Response,Decision deferred
A003790,D00660,R001,Demo,2024-07-01,90,Neutral,Awaiting legal review
A003791,D00493,R001,Call,2023-07-09,30,Negative,Awaiting legal review
A003792,D00923,R001,Demo,2023-10-12,120,No Response,Follow up scheduled
A003793,D00128,R001,Email,2023-05-02,30,Neutral,Stakeholder meeting set
A003794,D00565,R001,Email,2023-10-26,60,Positive,Budget approved
A003795,D00550,R002,Email,2023-07-25,45,Neutral,Sent pricing deck
A003796,D00453,R001,Call,2024-02-15,45,Positive,Stakeholder meeting set
A003797,D00471,R002,Demo,2024-04-26,30,Negative,Stakeholder meeting set
A003798,D00988,R004,Follow-up,2023-07-09,30,Neutral,
A003799,D00738,R002,Follow-up,2024-12-03,30,Positive,Budget approved
A003800,D00224,R004,Email,2023-11-11,45,Positive,Awaiting legal review
A003801,D00154,R002,Call,2023-05-09,15,Positive,Stakeholder meeting set
A003802,D00560,R001,Email,2023-07-22,60,Negative,Champion confirmed
A003803,D00351,R001,Meeting,2024-06-29,15,Positive,
A003804,D01171,R005,Meeting,2023-06-01,30,Neutral,Decision deferred
A003805,D00349,R004,Meeting,2023-06-24,45,No Response,Champion confirmed
A003806,D00182,R005,Call,2023-12-11,120,Neutral,Budget approved
A003807,D00637,R003,Follow-up,2023-10-08,90,Positive,Sent pricing deck
A003808,D01018,R005,Meeting,2024-12-12,15,No Response,Champion confirmed
A003809,D00179,R004,Follow-up,2024-12-10,120,Positive,Stakeholder meeting set
A003810,D01063,R001,Demo,2024-08-04,15,Neutral,Budget approved
A003811,D00772,R002,Meeting,2023-06-14,120,Negative,Awaiting legal review
A003812,D00894,R004,Follow-up,2023-02-20,30,Neutral,Champion confirmed
A003813,D01027,R002,Call,2024-09-18,60,No Response,Follow up scheduled
A003814,D01016,R001,Call,2023-11-16,120,No Response,Follow up scheduled
A003815,D00064,R001,Call,2024-12-31,60,Neutral,Awaiting legal review
A003816,D00029,R004,Meeting,2023-03-15,60,Neutral,Awaiting legal review
A003817,D00372,R005,Meeting,2024-05-11,60,Positive,Stakeholder meeting set
A003818,D00097,R002,Demo,2023-12-02,90,No Response,Champion confirmed
A003819,D00993,R001,Proposal Sent,2024-03-23,15,Neutral,Budget approved
A003820,D00021,R005,Demo,2024-11-23,120,Negative,Sent pricing deck
A003821,D00735,R004,Email,2024-11-29,30,Positive,Champion confirmed
A003822,D01126,R005,Demo,2024-10-06,45,Positive,Follow up scheduled
A003823,D01070,R005,Proposal Sent,2024-06-25,120,Negative,Champion confirmed
A003824,D00066,R003,Call,2024-02-08,30,Neutral,Sent pricing deck
A003825,D00603,R001,Demo,2023-12-11,120,Negative,Sent pricing deck
A003826,D01188,R004,Follow-up,2023-04-21,90,Positive,Follow up scheduled
A003827,D01135,R003,Email,2023-03-31,30,Positive,Follow up scheduled
A003828,D00338,R001,Call,2024-05-10,60,Positive,
A003829,D00123,R004,Follow-up,2024-05-28,15,Positive,Sent pricing deck
A003830,D00447,R003,Demo,2024-12-31,90,Neutral,Decision deferred
A003831,D00611,R003,Meeting,2024-10-02,45,Neutral,Champion confirmed
A003832,D00671,R004,Demo,2024-09-27,120,Positive,
A003833,D00615,R005,Email,2023-06-11,30,Neutral,Follow up scheduled
A003834,D00897,R005,Proposal Sent,2024-05-13,45,Negative,Decision deferred
A003835,D00281,R001,Call,2023-02-25,120,Positive,Champion confirmed
A003836,D01067,R003,Demo,2024-06-26,90,Neutral,
A003837,D00596,R001,Email,2023-10-19,30,Positive,Decision deferred
A003838,D00703,R002,Demo,2024-07-07,90,No Response,Sent pricing deck
A003839,D01075,R002,Follow-up,2024-12-29,120,Neutral,Budget approved
A003840,D00210,R002,Proposal Sent,2024-10-05,45,No Response,Awaiting legal review
A003841,D00126,R001,Follow-up,2024-11-29,45,Neutral,Sent pricing deck
A003842,D00492,R004,Follow-up,2023-06-29,120,Neutral,Stakeholder meeting set
A003843,D00960,R002,Meeting,2023-11-13,120,No Response,Budget approved
A003844,D00970,R001,Demo,2024-10-27,45,Positive,Follow up scheduled
A003845,D00581,R005,Demo,2023-04-10,15,No Response,Decision deferred
A003846,D00777,R005,Call,2024-08-11,120,Neutral,
A003847,D00258,R005,Demo,2024-10-26,45,Positive,Follow up scheduled
A003848,D00230,R001,Email,2024-04-22,90,Neutral,
A003849,D00189,R003,Follow-up,2023-09-07,45,Negative,Sent pricing deck
A003850,D00010,R004,Follow-up,2023-04-26,45,Positive,Follow up scheduled
A003851,D01138,R005,Proposal Sent,2024-04-29,120,Negative,Awaiting legal review
A003852,D01100,R001,Call,2024-12-01,120,No Response,Follow up scheduled
A003853,D00676,R004,Call,2023-04-21,90,Neutral,Follow up scheduled
A003854,D00502,R005,Follow-up,2024-12-19,15,Neutral,Follow up scheduled
A003855,D00085,R005,Follow-up,2024-01-25,60,Positive,Awaiting legal review
A003856,D00049,R003,Follow-up,2024-05-06,30,Positive,Sent pricing deck
A003857,D00838,R004,Follow-up,2023-06-05,45,Positive,
A003858,D01008,R004,Proposal Sent,2023-12-24,30,Negative,Sent pricing deck
A003859,D00689,R005,Demo,2024-11-05,45,Neutral,Decision deferred
A003860,D00387,R001,Demo,2024-05-18,45,Neutral,Champion confirmed
A003861,D00970,R001,Call,2024-12-22,90,Negative,
A003862,D01006,R001,Proposal Sent,2024-10-24,45,No Response,Stakeholder meeting set
A003863,D00218,R002,Email,2023-06-20,60,No Response,Awaiting legal review
A003864,D01005,R005,Proposal Sent,2024-01-13,15,Positive,
A003865,D00255,R001,Follow-up,2023-09-28,45,Positive,Awaiting legal review
A003866,D00236,R005,Meeting,2023-06-02,15,No Response,Awaiting legal review
A003867,D01050,R002,Proposal Sent,2023-11-13,45,No Response,Champion confirmed
A003868,D00271,R001,Follow-up,2023-09-11,30,Positive,Awaiting legal review
A003869,D00123,R004,Email,2024-07-12,45,Neutral,Stakeholder meeting set
A003870,D00656,R002,Email,2024-08-29,120,Neutral,Sent pricing deck
A003871,D00259,R003,Call,2024-01-29,90,Positive,Champion confirmed
A003872,D00948,R001,Call,2024-02-11,45,No Response,Sent pricing deck
A003873,D00047,R003,Call,2024-12-16,45,Positive,Awaiting legal review
A003874,D00863,R004,Proposal Sent,2023-02-15,30,Positive,Decision deferred
A003875,D00525,R001,Follow-up,2024-03-08,60,No Response,
A003876,D00888,R005,Follow-up,2023-12-23,45,Neutral,Awaiting legal review
A003877,D00208,R004,Meeting,2023-05-31,90,Positive,
A003878,D00747,R003,Proposal Sent,2023-11-18,120,Neutral,Awaiting legal review
A003879,D00149,R001,Call,2024-03-11,15,Neutral,Champion confirmed
A003880,D00438,R001,Demo,2024-10-04,30,Neutral,Follow up scheduled
A003881,D00155,R003,Follow-up,2024-11-29,30,Positive,Decision deferred
A003882,D01114,R001,Demo,2024-06-26,90,Negative,Awaiting legal review
A003883,D00358,R001,Call,2023-11-20,30,Positive,Sent pricing deck
A003884,D01198,R002,Meeting,2023-11-30,45,Neutral,Follow up scheduled
A003885,D00456,R003,Meeting,2024-11-03,60,Positive,Sent pricing deck
A003886,D00776,R002,Proposal Sent,2024-06-30,15,Neutral,Awaiting legal review
A003887,D00629,R002,Meeting,2024-08-22,120,Neutral,Stakeholder meeting set
A003888,D00832,R002,Call,2024-11-30,60,Positive,Decision deferred
A003889,D00486,R001,Call,2023-03-05,15,Neutral,Stakeholder meeting set
A003890,D00533,R003,Meeting,2024-10-14,30,Neutral,Stakeholder meeting set
A003891,D00200,R001,Meeting,2023-10-22,45,Positive,Budget approved
A003892,D00371,R001,Proposal Sent,2024-04-30,90,Positive,Sent pricing deck
A003893,D01014,R004,Demo,2023-02-10,15,Negative,Follow up scheduled
A003894,D00853,R002,Follow-up,2024-09-03,30,Neutral,Follow up scheduled
A003895,D00248,R002,Call,2023-12-26,45,Negative,Decision deferred
A003896,D00788,R003,Meeting,2023-04-09,45,No Response,Awaiting legal review
A003897,D00264,R001,Follow-up,2023-07-08,45,Positive,Champion confirmed
A003898,D01082,R001,Meeting,2024-12-06,15,Positive,Decision deferred
A003899,D00031,R004,Call,2023-02-03,90,Positive,Awaiting legal review
A003900,D00605,R002,Follow-up,2024-09-19,120,Negative,Stakeholder meeting set
A003901,D00502,R005,Call,2024-12-26,120,Positive,Stakeholder meeting set
A003902,D01108,R005,Follow-up,2023-11-06,120,No Response,Sent pricing deck
A003903,D00886,R003,Follow-up,2023-11-08,30,Neutral,Sent pricing deck
A003904,D00549,R002,Meeting,2023-03-27,90,Positive,Champion confirmed
A003905,D00839,R005,Meeting,2023-11-05,60,Positive,Champion confirmed
A003906,D01117,R005,Follow-up,2023-03-04,120,No Response,Budget approved
A003907,D00848,R004,Call,2023-11-08,90,Positive,Champion confirmed
A003908,D00614,R001,Meeting,2023-05-11,45,Neutral,Budget approved
A003909,D00412,R002,Email,2023-03-11,30,Positive,
A003910,D00432,R005,Email,2024-10-30,120,Positive,Budget approved
A003911,D00678,R005,Call,2023-11-21,60,Positive,Stakeholder meeting set
A003912,D00159,R005,Follow-up,2023-12-14,30,Neutral,Sent pricing deck
A003913,D00014,R004,Call,2024-04-10,30,Negative,Stakeholder meeting set
A003914,D00373,R002,Follow-up,2024-10-30,60,No Response,Stakeholder meeting set
A003915,D00225,R005,Meeting,2023-09-06,15,Neutral,Stakeholder meeting set
A003916,D01097,R002,Follow-up,2024-04-18,30,Positive,Awaiting legal review
A003917,D00511,R002,Meeting,2024-07-08,90,Positive,Sent pricing deck
A003918,D00603,R001,Follow-up,2023-12-01,60,Positive,Budget approved
A003919,D00216,R001,Proposal Sent,2024-12-11,45,Negative,Sent pricing deck
A003920,D00988,R004,Demo,2023-09-03,30,Negative,Champion confirmed
A003921,D00840,R002,Email,2024-12-26,120,Positive,Sent pricing deck
A003922,D00727,R003,Proposal Sent,2024-12-28,60,Neutral,Awaiting legal review
A003923,D00554,R004,Proposal Sent,2023-02-26,15,Positive,Sent pricing deck
A003924,D01066,R005,Demo,2023-12-23,60,Neutral,Stakeholder meeting set
A003925,D00676,R004,Proposal Sent,2023-02-02,30,No Response,Awaiting legal review
A003926,D00873,R004,Proposal Sent,2023-01-21,120,Positive,Budget approved
A003927,D00283,R001,Proposal Sent,2024-12-27,120,Negative,Decision deferred
A003928,D01082,R001,Demo,2024-12-21,90,No Response,Budget approved
A003929,D00834,R002,Follow-up,2024-01-22,120,Negative,Stakeholder meeting set
A003930,D00537,R001,Meeting,2023-03-20,60,No Response,Sent pricing deck
A003931,D01097,R002,Call,2024-07-13,90,Neutral,Awaiting legal review
A003932,D00923,R001,Follow-up,2023-09-22,45,Positive,Follow up scheduled
A003933,D01153,R003,Proposal Sent,2024-08-03,15,Neutral,Stakeholder meeting set
A003934,D00842,R004,Meeting,2023-10-25,120,Neutral,Champion confirmed
A003935,D00948,R001,Call,2024-02-06,90,Neutral,Stakeholder meeting set
A003936,D00665,R002,Proposal Sent,2024-02-12,30,Positive,Follow up scheduled
A003937,D01149,R001,Proposal Sent,2024-12-01,45,Positive,
A003938,D00067,R005,Meeting,2024-12-12,60,Positive,Stakeholder meeting set
A003939,D00006,R001,Call,2024-12-30,60,Positive,
A003940,D00637,R003,Email,2023-12-02,60,Positive,Decision deferred
A003941,D00314,R002,Call,2024-06-25,120,Negative,Sent pricing deck
A003942,D00565,R001,Email,2024-01-20,30,Positive,Awaiting legal review
A003943,D00826,R002,Meeting,2023-06-22,60,No Response,
A003944,D00506,R002,Email,2024-11-23,30,Neutral,Champion confirmed
A003945,D01106,R005,Demo,2024-04-03,90,Positive,Awaiting legal review
A003946,D01026,R001,Meeting,2023-04-05,60,Positive,Sent pricing deck
A003947,D00204,R005,Follow-up,2023-07-13,120,Positive,Awaiting legal review
A003948,D00662,R001,Demo,2024-12-27,60,Negative,Champion confirmed
A003949,D00805,R001,Meeting,2024-10-23,60,Neutral,Stakeholder meeting set
A003950,D00404,R002,Meeting,2024-04-18,60,Positive,Champion confirmed
A003951,D01127,R005,Meeting,2024-03-01,45,Negative,Follow up scheduled
A003952,D00536,R001,Follow-up,2024-06-16,45,Positive,Awaiting legal review
A003953,D00577,R005,Proposal Sent,2023-06-28,120,Neutral,Champion confirmed
A003954,D00763,R005,Follow-up,2024-04-20,15,Negative,Awaiting legal review
A003955,D00117,R005,Email,2024-10-21,15,Negative,Stakeholder meeting set
A003956,D00628,R003,Email,2024-11-18,30,No Response,Decision deferred
A003957,D00749,R004,Meeting,2024-02-01,30,Positive,
A003958,D00105,R003,Proposal Sent,2023-10-17,15,Neutral,Stakeholder meeting set
A003959,D00495,R004,Email,2024-06-27,45,Positive,Sent pricing deck
A003960,D00046,R001,Demo,2024-07-01,60,Positive,Stakeholder meeting set
A003961,D00823,R004,Meeting,2024-09-18,120,Positive,Follow up scheduled
A003962,D00982,R002,Proposal Sent,2024-03-12,120,Positive,Follow up scheduled
A003963,D00960,R002,Call,2023-09-24,90,Neutral,Stakeholder meeting set
A003964,D00845,R005,Meeting,2023-07-09,60,No Response,Champion confirmed
A003965,D00449,R002,Demo,2023-03-28,120,Neutral,Champion confirmed
A003966,D00536,R001,Meeting,2024-07-19,90,Positive,Follow up scheduled
A003967,D00511,R002,Proposal Sent,2024-07-14,45,Positive,Sent pricing deck
A003968,D00540,R003,Proposal Sent,2023-09-07,45,No Response,Awaiting legal review
A003969,D00016,R003,Email,2023-07-23,90,Positive,Sent pricing deck
A003970,D00243,R005,Email,2024-10-15,45,Positive,Budget approved
A003971,D00912,R004,Follow-up,2023-12-19,30,Positive,Sent pricing deck
A003972,D00761,R004,Email,2024-08-05,90,Neutral,Champion confirmed
A003973,D00705,R005,Demo,2024-05-23,90,Positive,Follow up scheduled
A003974,D00115,R001,Demo,2024-01-03,30,Neutral,Budget approved
A003975,D00397,R004,Call,2024-05-12,45,Neutral,Follow up scheduled
A003976,D00394,R001,Follow-up,2024-09-12,30,Negative,Decision deferred
A003977,D01099,R004,Proposal Sent,2023-10-20,90,Negative,Awaiting legal review
A003978,D00978,R004,Meeting,2023-03-22,60,Positive,Awaiting legal review
A003979,D01127,R005,Call,2024-06-06,120,Neutral,Stakeholder meeting set
A003980,D00297,R003,Email,2023-06-12,30,Negative,Budget approved
A003981,D01002,R005,Follow-up,2023-06-18,30,Neutral,
A003982,D00178,R005,Call,2024-09-22,90,Neutral,Budget approved
A003983,D00967,R001,Follow-up,2024-04-27,120,Positive,Sent pricing deck
A003984,D00315,R002,Call,2023-07-29,60,Positive,Champion confirmed
A003985,D01063,R001,Proposal Sent,2024-09-17,120,Negative,Follow up scheduled
A003986,D00259,R003,Meeting,2024-01-24,60,Positive,Decision deferred
A003987,D00007,R001,Email,2024-09-13,60,Positive,Budget approved
A003988,D00049,R003,Email,2024-07-11,90,Positive,Champion confirmed
A003989,D00161,R004,Email,2024-05-06,15,Negative,Awaiting legal review
A003990,D00176,R005,Demo,2023-10-15,60,Negative,Awaiting legal review
A003991,D01026,R001,Meeting,2023-06-05,60,Positive,Decision deferred
A003992,D01001,R001,Follow-up,2023-08-20,90,Neutral,Decision deferred
A003993,D00455,R002,Email,2024-06-14,30,Positive,Decision deferred
A003994,D00276,R005,Meeting,2024-09-24,45,Negative,Budget approved
A003995,D00498,R005,Demo,2024-03-28,90,Neutral,Decision deferred
A003996,D00676,R004,Follow-up,2023-02-15,15,Positive,Follow up scheduled
A003997,D01052,R005,Meeting,2023-04-28,60,Neutral,Sent pricing deck
A003998,D01025,R001,Follow-up,2023-04-18,30,Positive,
A003999,D00056,R004,Call,2024-07-27,60,Positive,
A004000,D00547,R005,Call,2024-09-09,60,Positive,Awaiting legal review
A004001,D01136,R005,Demo,2023-03-15,120,Positive,Budget approved
A004002,D00036,R001,Call,2024-01-06,60,Positive,Decision deferred
A004003,D00439,R001,Meeting,2023-12-02,120,Positive,Budget approved
A004004,D00595,R001,Proposal Sent,2024-03-21,90,Positive,Stakeholder meeting set
A004005,D00307,R003,Follow-up,2024-01-01,60,Neutral,Follow up scheduled
A004006,D00619,R004,Email,2024-03-16,90,Positive,Sent pricing deck
A004007,D01133,R002,Email,2024-05-12,15,Positive,Awaiting legal review
A004008,D00357,R003,Call,2024-12-26,30,Neutral,Stakeholder meeting set
A004009,D00181,R003,Demo,2023-11-13,60,Neutral,Awaiting legal review
A004010,D00068,R005,Email,2023-07-23,120,Positive,Awaiting legal review
A004011,D00292,R001,Proposal Sent,2023-12-04,15,No Response,Champion confirmed
A004012,D00692,R004,Follow-up,2023-05-19,30,No Response,Champion confirmed
A004013,D00181,R003,Meeting,2023-12-07,45,Negative,Decision deferred
A004014,D00434,R001,Meeting,2023-07-05,45,Neutral,Awaiting legal review
A004015,D00914,R005,Call,2024-09-22,120,Positive,Stakeholder meeting set
A004016,D00066,R003,Call,2023-12-30,120,Positive,Champion confirmed
A004017,D01045,R002,Proposal Sent,2024-04-09,90,Positive,Budget approved
A004018,D00384,R003,Demo,2024-04-09,30,Positive,Stakeholder meeting set
A004019,D00039,R005,Email,2024-03-30,45,Positive,Stakeholder meeting set
A004020,D00822,R001,Proposal Sent,2024-12-22,120,Positive,Champion confirmed
A004021,D00602,R004,Proposal Sent,2024-07-31,15,Negative,Champion confirmed
A004022,D00785,R005,Call,2024-05-20,45,No Response,Decision deferred
A004023,D00671,R004,Email,2024-08-23,60,Positive,Awaiting legal review
A004024,D01097,R002,Call,2024-07-19,120,No Response,Awaiting legal review
A004025,D00479,R005,Meeting,2024-07-07,120,Positive,Awaiting legal review
A004026,D00561,R001,Call,2024-11-17,120,Neutral,Champion confirmed
A004027,D00101,R003,Proposal Sent,2024-07-31,45,Neutral,Budget approved
A004028,D00514,R001,Proposal Sent,2024-02-15,60,Negative,Decision deferred
A004029,D00176,R005,Proposal Sent,2023-11-29,15,Neutral,Champion confirmed
A004030,D00238,R004,Email,2023-12-09,90,Positive,Budget approved
A004031,D00910,R002,Follow-up,2024-08-16,30,No Response,Champion confirmed
A004032,D01083,R001,Proposal Sent,2023-05-22,120,Positive,Awaiting legal review
A004033,D01123,R001,Demo,2024-08-24,30,Neutral,Budget approved
A004034,D00871,R001,Follow-up,2024-12-12,15,No Response,Stakeholder meeting set
A004035,D00495,R004,Demo,2024-05-27,45,Positive,Decision deferred
A004036,D00947,R005,Proposal Sent,2024-09-26,90,No Response,Champion confirmed
A004037,D00755,R002,Demo,2024-12-31,15,Positive,Champion confirmed
A004038,D00211,R003,Meeting,2024-01-21,30,Positive,Decision deferred
A004039,D01147,R004,Call,2024-12-21,60,Neutral,Stakeholder meeting set
A004040,D00140,R004,Demo,2023-12-16,90,Positive,
A004041,D00541,R005,Proposal Sent,2024-01-14,60,Positive,Sent pricing deck
A004042,D00270,R004,Proposal Sent,2023-12-06,90,Negative,Decision deferred
A004043,D01036,R002,Call,2024-12-20,30,Negative,Stakeholder meeting set
A004044,D00506,R002,Proposal Sent,2024-11-16,60,Positive,Awaiting legal review
A004045,D01130,R001,Proposal Sent,2023-11-10,45,Positive,Champion confirmed
A004046,D00032,R004,Meeting,2024-08-12,60,Positive,Decision deferred
A004047,D01098,R004,Email,2024-03-21,90,Positive,Stakeholder meeting set
A004048,D01195,R002,Meeting,2023-11-30,30,Neutral,Budget approved
A004049,D01093,R003,Meeting,2024-05-26,120,Positive,Champion confirmed
A004050,D00813,R001,Meeting,2024-12-02,30,Positive,Budget approved
A004051,D00362,R001,Email,2023-09-28,15,Neutral,Awaiting legal review
A004052,D00929,R004,Call,2023-08-11,90,Negative,Champion confirmed
A004053,D00100,R004,Call,2023-07-31,120,No Response,Budget approved
A004054,D00009,R002,Email,2023-12-17,90,Negative,Budget approved
A004055,D00697,R002,Follow-up,2023-05-25,60,Positive,Sent pricing deck
A004056,D01053,R001,Email,2024-01-08,60,Negative,Champion confirmed
A004057,D01138,R005,Follow-up,2024-02-26,120,Positive,Follow up scheduled
A004058,D00462,R005,Email,2024-05-18,15,Negative,Sent pricing deck
A004059,D00921,R002,Meeting,2023-11-30,30,Negative,Awaiting legal review
A004060,D01167,R001,Call,2023-02-15,90,Positive,Stakeholder meeting set
A004061,D00390,R002,Email,2024-11-24,45,Negative,Stakeholder meeting set
A004062,D00632,R002,Proposal Sent,2023-04-02,60,Positive,Stakeholder meeting set
A004063,D00682,R004,Email,2023-12-18,120,Positive,Budget approved
A004064,D00157,R002,Meeting,2023-08-30,15,Positive,Awaiting legal review
A004065,D00335,R001,Email,2024-09-19,120,Neutral,Follow up scheduled
A004066,D00260,R005,Meeting,2023-02-14,15,Positive,Follow up scheduled
A004067,D00082,R002,Email,2023-07-26,60,Positive,Stakeholder meeting set
A004068,D00754,R002,Proposal Sent,2023-01-27,120,Neutral,Awaiting legal review
A004069,D01196,R002,Call,2023-09-19,45,Positive,Follow up scheduled
A004070,D00720,R003,Meeting,2023-11-24,120,Neutral,Budget approved
A004071,D00075,R003,Meeting,2024-11-24,30,Negative,Decision deferred
A004072,D00626,R004,Email,2024-02-13,60,Positive,Decision deferred
A004073,D00062,R005,Follow-up,2024-09-29,45,Positive,Champion confirmed
A004074,D00874,R004,Proposal Sent,2024-02-17,90,Positive,Budget approved
A004075,D00320,R005,Demo,2024-05-26,15,Neutral,Sent pricing deck
A004076,D00102,R005,Email,2024-09-17,120,Neutral,Decision deferred
A004077,D00874,R004,Proposal Sent,2024-01-27,45,Positive,Champion confirmed
A004078,D00954,R001,Follow-up,2024-12-12,15,No Response,Follow up scheduled
A004079,D00255,R001,Meeting,2023-12-30,60,Neutral,Budget approved
A004080,D00570,R004,Demo,2024-09-20,30,No Response,Champion confirmed
A004081,D00112,R004,Email,2023-09-16,60,Negative,Budget approved
A004082,D00985,R002,Proposal Sent,2024-07-25,45,Positive,Sent pricing deck
A004083,D00998,R003,Proposal Sent,2024-01-15,90,Neutral,Budget approved
A004084,D00461,R001,Proposal Sent,2024-09-20,30,Positive,Decision deferred
A004085,D00708,R005,Follow-up,2024-05-24,90,Positive,Decision deferred
A004086,D00887,R003,Proposal Sent,2024-09-24,90,No Response,Stakeholder meeting set
A004087,D01116,R004,Email,2024-04-22,60,No Response,Follow up scheduled
A004088,D01076,R005,Call,2023-05-12,60,Neutral,Decision deferred
A004089,D00520,R004,Email,2024-05-01,45,Negative,
A004090,D00812,R001,Call,2024-07-11,120,Positive,Sent pricing deck
A004091,D01122,R001,Proposal Sent,2023-03-28,45,Positive,Champion confirmed
A004092,D00236,R005,Follow-up,2023-06-20,30,Positive,Decision deferred
A004093,D00927,R004,Demo,2023-11-24,90,Positive,Decision deferred
A004094,D00557,R003,Call,2024-09-26,90,Positive,Budget approved
A004095,D00649,R004,Email,2023-03-09,120,Negative,
A004096,D00234,R001,Meeting,2024-07-05,45,Positive,Budget approved
A004097,D01056,R001,Follow-up,2023-05-03,90,Negative,Follow up scheduled
A004098,D00579,R002,Call,2024-03-17,15,Neutral,Budget approved
A004099,D00542,R004,Email,2024-12-26,45,Neutral,Champion confirmed
A004100,D00114,R002,Proposal Sent,2024-11-02,120,Positive,Stakeholder meeting set
A004101,D00204,R005,Email,2023-08-11,45,No Response,Budget approved
A004102,D01053,R001,Follow-up,2024-02-16,90,No Response,Sent pricing deck
A004103,D00643,R005,Proposal Sent,2023-04-15,15,Negative,Sent pricing deck
A004104,D00474,R005,Call,2023-10-07,30,Neutral,Decision deferred
A004105,D00697,R002,Email,2023-02-27,90,Positive,Budget approved
A004106,D00253,R001,Demo,2023-10-26,60,Neutral,Champion confirmed
A004107,D00905,R002,Email,2023-09-25,120,Positive,Sent pricing deck
A004108,D00386,R005,Demo,2024-01-28,120,Positive,Champion confirmed
A004109,D00062,R005,Demo,2024-09-03,45,Positive,Budget approved
A004110,D00515,R001,Proposal Sent,2023-12-11,60,Positive,
A004111,D00430,R004,Call,2024-10-30,60,Positive,Budget approved
